date,type,author,title,path,datetime,URL
02/04/25,"Circolari, linee guida, Leggi, decreti legislativi e decreti-legge",Italia,Sesta Relazione al Parlamento sullo stato di attuazione del Piano Nazionale di Ripresa e Resilienza,null,2025-04-02,https://italiadomani.gov.it
28/01/25,"Circolari, linee guida, Leggi, decreti legislativi e decreti-legge",Italia,Circolare n. 29 del 31/05/2024,null,2025-01-28,https://italiadomani.gov.it
28/01/25,"Circolari, linee guida, Leggi, decreti legislativi e decreti-legge",Italia,Circolare n. 33 DEL 15/07/2024 - Aggiornamento Linee guida metodologiche per la rendicontazione degli indicatori comuni per il PNRR,null,2025-01-28,https://italiadomani.gov.it
28/01/25,"Leggi, decreti legislativi e decreti-legge",Italia,Circolare n. 38 del 22/11/2024,null,2025-01-28,https://italiadomani.gov.it
11/01/25,Altro,,Decreto 6 dicembre 2024 - Criteri e modalità per l'attivazione dei trasferimenti di risorse PNRR,null,2025-01-11,https://italiadomani.gov.it
30/10/24,"Circolari, linee guida",Italia,Raccolta FAQ sul principio DNSH,null,2024-10-30,https://italiadomani.gov.it
30/07/24,"Circolari, linee guida",Italia,Quinta Relazione al Parlamento sullo stato di attuazione del Piano Nazionale di Ripresa e Resilienza,null,2024-07-30,https://italiadomani.gov.it
03/07/24,"Circolari, linee guida",,La Raccolta normativa PNRR,null,2024-07-03,https://italiadomani.gov.it
14/05/24,"Circolari, linee guida",,Aggiornamento della Guida DNSH emanato a maggio 2024,null,2024-05-14,https://italiadomani.gov.it
22/02/24,"Circolari, linee guida",Italia,Quarta relazione al Parlamento sullo stato di attuazione del Piano Nazionale di Ripresa e Resilienza,null,2024-02-22,https://italiadomani.gov.it
07/12/23,"Circolari, linee guida",,Manuali operativi per i Soggetti attuatori - Missione 5,null,2023-12-07,https://italiadomani.gov.it
15/09/23,"Circolari, linee guida",Italia,"Circolare del 15 settembre 2023, n. 27 - ""Integrazione delle Linee Guida per lo svolgimento delle attività di controllo e rendicontazione delle Misure PNRR di competenza delle Amministrazioni centrali e dei Soggetti Attuatori. Adozione dell’Appendice tematica Rilevazione delle titolarità effettive ex art. 22 par. 2 lett. d) Reg. (UE) 2021/241 e comunicazione alla UIF di operazioni sospette da parte della Pubblica amministrazione ex art. 10, d.lgs. 231/2007.",null,2023-09-15,https://italiadomani.gov.it
01/08/23,"Circolari, linee guida",Italia,Valutazioni positive (Preliminary assessment) della Commissione europea sulle richieste di pagamento del PNRR italiano (ENG Version),null,2023-08-01,https://italiadomani.gov.it
25/07/23,"Leggi, decreti legislativi e decreti-legge",Italia,Circolare n. 25 del 24.07.2023 “Linee guida operative relative alle modalità di attivazione delle anticipazioni di cassa a valere sulle contabilità di tesoreria NGEU”,null,2023-07-25,https://italiadomani.gov.it
22/06/23,"Circolari, linee guida",Italia,Manuali tecnico-operativi delle Amministrazioni Centrali,null,2023-06-22,https://italiadomani.gov.it
20/06/23,"Circolari, linee guida",,Terza Relazione al Parlamento sullo stato di attuazione del Piano Nazionale di Ripresa e Resilienza,null,2023-06-20,https://italiadomani.gov.it
28/04/23,Decreti amministrativi e regolamenti,Italia,Circolare n. 19 del 27.04.2023 “Utilizzo del sistema ReGiS per gli adempimenti PNRR e modalità di attivazione delle anticipazioni di cassa a valere sulle contabilità di tesoreria NGEU”,null,2023-04-28,https://italiadomani.gov.it
20/03/23,"Circolari, linee guida",Italia,"Circolare del 13 marzo 2023, n. 10",null,2023-03-20,https://italiadomani.gov.it
24/02/23,Normativa e documenti europei,,"DECRETO-LEGGE 24 febbraio 2023, n. 13",null,2023-02-24,https://italiadomani.gov.it
15/12/22,"Circolari, linee guida, Leggi, decreti legislativi e decreti-legge",Italia,Circolare n.43 del 14.12.2022 “Interventi PNRR gestiti sul modulo finanziario del sistema ReGiS. Operazioni contabili esercizio finanziario 2022”,null,2022-12-15,https://italiadomani.gov.it
13/12/22,,,Circolare n.41 del 7.12.2022 “Piano Nazionale di Ripresa e Resilienza (PNRR) - Rendicontazione milestone/target connessi alla terza “Richiesta di pagamento” alla C.E.”,null,2022-12-13,https://italiadomani.gov.it
24/11/22,,,Decreto del Ragioniere generale dello Stato n.160 del 18 novembre 2022 – Assegnazione risorse del Fondo per l’avvio delle opere indifferibili,null,2022-11-24,https://italiadomani.gov.it
09/11/22,,,Circolare n.37 del 09.11.2022 “Procedura “semplificata” di cui all’articolo 7 del DPCM 28 luglio 2022 e articolo 29 del decreto-legge n. 144 del 2022: rimodulazioni e verifiche in itinere ed ex post.”,null,2022-11-09,https://italiadomani.gov.it
28/10/22,,,Operational arrangements tra la Commissione Europea e l’Italia,null,2022-10-28,https://italiadomani.gov.it
26/10/22,,,Circolare n.34 del 17 ottobre 2022 “Linee guida metodologiche per la rendicontazione degli indicatori comuni per il Piano nazionale di ripresa e resilienza”,null,2022-10-26,https://italiadomani.gov.it
